UsuarioID,TIPO_CLIENTE_BEME,SEGMENTO_BEME,NANO_SEGMENTO,MICRO_SEGMENTO,MODULO,ZONA,CTA_CTA_BIPERSONAL,CTA_CTA_UNIPERSONAL,CUENTA_PROVEEDOR,CUENTA_RUT,CUENTA_EMPRENDEDOR,CAJA_VECINA,CHEQ_MICROEMPRESA,CHEQ_OTRA,CTA_CTE_OTRA,LINEA_DE_CREDITO,TARJETA,EDAD,COMPORTAMIENTO_SBIF,COMPORTAMIENTO_BEME,SEXO,TIPO_PERSONA,TIPO_SOCIEDAD_CRITERIO_BEME,TRX_APP,TRX_BATCH,TRX_BECO,TRX_Buzonera,TRX_Caja,TRX_Caja_Vecina,TRX_Cajero_Automatico,TRX_Dispensadores,TRX_FALABELLA,TRX_Internet,TRX_Meson,TRX_MYPE,TRX_RedBanc,TRX_RedCompra,TRX_ServiEstado,Uso_Digital_3M,Uso_Web_3M,Uso_App_3M,Uso_Digital_Anual,Uso_Web_Anual,Uso_App_Anual,Con_Clave_Atm,Con_Clave_INET,Hab_BIPass,PERFIL_RIESGO,INF_COMERCIAL,GRP_PROPENSION,TIPO_CLIENTE,TIENE_PREAP,CANAL
749,deudor no comercial,Comercial,Segmento A,Segmento C,Region 1,Zona 2,0,0,0,0,0,0,0,0,0,1,0,23,Bueno,Bueno,M,1,Cooperativas,3,33,5,32,25,28,28,92,66,66,71,22,30,59,21,0,0,0,1,1,1,0,0,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
750,deudor no comercial,Turismo,Segmento A,Segmento C,Region 2,Zona 3,0,1,1,1,0,0,1,0,0,1,0,53,Regular,Malo,F,1,Federacion,65,10,56,56,44,53,47,67,22,47,91,30,25,3,71,1,1,1,0,1,0,1,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
751,deudor comercial,Comercial,Segmento A,Segmento B,Region 1,Zona 3,0,0,0,1,0,0,1,0,1,0,1,56,Malo,Bueno,F,1,SPA,56,32,16,67,45,26,90,55,98,0,18,30,43,56,32,1,1,1,0,1,1,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,
752,deudor no comercial,Transporte,Segmento B,Segmento A,Region 1,Zona 2,0,0,0,0,0,0,1,0,0,1,1,62,Regular,Malo,F,1,Federacion,47,84,11,61,46,56,70,51,20,9,87,85,77,31,73,0,1,0,0,0,0,0,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,
753,deudor no comercial,Transporte,Segmento B,Segmento A,Region 2,Zona 3,1,1,1,1,1,0,1,0,1,0,0,36,Bueno,Regular,F,1,SPA,52,34,23,44,61,56,60,47,90,54,70,27,19,81,31,0,1,0,1,1,1,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
754,Microempresas,Turismo,Segmento A,Segmento A,Region 3,Zona 1,0,1,0,1,1,1,1,0,0,0,1,62,Malo,Bueno,F,2,Sindicatos,70,1,42,54,78,53,54,23,13,69,87,81,28,95,25,0,0,0,0,0,1,1,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,
755,deudor comercial,Transporte,Segmento B,Segmento A,Region 3,Zona 2,0,1,0,0,0,0,0,1,0,0,0,41,Regular,Malo,M,1,SPA,94,20,11,97,23,98,8,12,60,94,64,80,63,30,15,0,1,1,1,1,1,1,1,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
756,deudor comercial,Comercial,Segmento A,Segmento C,Region 1,Zona 3,1,1,1,0,1,0,1,1,0,1,0,40,Malo,Malo,F,1,SPA,54,51,5,19,28,56,79,56,66,36,23,9,82,30,36,0,1,0,0,0,1,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
757,deudor comercial,Comercial,Segmento C,Segmento A,Region 2,Zona 2,1,1,1,0,0,1,0,0,1,1,1,67,Malo,Malo,M,1,SPA,22,96,41,70,72,89,27,38,4,14,4,57,39,90,54,1,0,1,0,0,1,1,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
758,Microempresas,Transporte,Segmento C,Segmento C,Region 2,Zona 3,1,1,1,1,1,1,1,0,0,0,0,65,Malo,Malo,M,1,Sindicatos,18,65,80,70,14,22,45,60,32,26,26,15,98,34,4,1,0,1,0,1,1,1,1,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
759,Microempresas,Transporte,Segmento A,Segmento A,Region 2,Zona 3,0,0,1,0,0,1,1,0,1,1,0,25,Regular,Bueno,F,1,Sindicatos,95,73,5,63,99,49,99,4,88,52,80,26,80,79,63,0,0,0,0,1,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
760,deudor comercial,Comercial,Segmento B,Segmento A,Region 2,Zona 1,0,0,1,0,1,1,0,1,1,0,0,66,Regular,Malo,M,2,Sindicatos,63,9,21,6,68,74,91,96,83,79,24,48,58,95,22,1,1,0,1,1,0,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
761,deudor comercial,Turismo,Segmento A,Segmento B,Region 3,Zona 1,0,0,0,1,0,0,0,1,1,1,0,20,Malo,Bueno,M,1,SPA,16,25,28,53,19,68,46,59,37,75,62,22,15,67,27,0,0,0,1,0,1,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,
762,Microempresas,Comercial,Segmento A,Segmento A,Region 3,Zona 1,0,0,0,1,1,0,1,1,0,0,1,71,Bueno,Malo,M,2,Federacion,60,80,24,47,79,30,84,36,61,55,10,87,1,30,84,1,0,0,0,1,1,1,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
763,deudor comercial,Transporte,Segmento B,Segmento A,Region 3,Zona 1,0,1,0,1,1,1,1,1,1,1,0,72,Bueno,Bueno,M,1,Sindicatos,4,34,22,17,28,93,40,20,71,28,71,37,79,69,64,1,1,0,1,1,1,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,
764,Microempresas,Transporte,Segmento C,Segmento A,Region 1,Zona 2,0,0,0,0,0,0,0,0,0,0,1,55,Regular,Bueno,F,2,Sindicatos,35,73,10,34,41,74,43,24,15,42,65,65,88,63,6,0,0,0,0,1,1,0,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
765,Microempresas,Transporte,Segmento C,Segmento B,Region 3,Zona 3,1,1,1,1,0,1,0,1,0,0,1,28,Malo,Regular,M,2,Sindicatos,80,96,89,14,99,5,94,3,10,91,97,69,1,70,8,0,0,0,0,0,1,1,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,
766,deudor no comercial,Transporte,Segmento A,Segmento A,Region 3,Zona 1,1,0,1,0,0,0,1,0,1,1,0,54,Bueno,Malo,F,1,Federacion,86,42,58,39,35,67,35,67,59,68,4,93,40,44,78,0,1,0,1,0,1,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
767,deudor comercial,Turismo,Segmento C,Segmento B,Region 1,Zona 3,1,0,1,0,1,0,0,0,0,0,1,35,Bueno,Malo,F,1,Sindicatos,0,24,87,12,42,23,27,2,30,45,49,87,21,25,56,0,0,1,1,1,0,1,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
768,deudor no comercial,Comercial,Segmento A,Segmento A,Region 1,Zona 1,0,1,1,0,0,1,1,1,1,1,1,48,Regular,Bueno,M,2,Federacion,55,25,37,42,13,41,64,64,36,93,27,82,16,92,13,0,0,0,1,0,1,1,0,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
769,deudor no comercial,Comercial,Segmento C,Segmento C,Region 1,Zona 2,0,0,1,0,1,1,0,0,0,0,0,51,Bueno,Bueno,F,2,SPA,95,46,24,68,74,98,25,83,12,77,63,24,98,1,20,0,1,0,1,0,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,
770,deudor comercial,Comercial,Segmento B,Segmento B,Region 3,Zona 2,0,0,1,0,0,1,0,0,0,0,1,62,Regular,Regular,M,1,Federacion,56,14,79,53,89,4,56,99,27,71,2,80,65,52,21,1,1,0,1,1,1,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,
771,Microempresas,Turismo,Segmento C,Segmento B,Region 1,Zona 1,1,1,0,0,0,1,0,1,1,1,0,44,Regular,Malo,F,2,Federacion,57,51,58,0,76,12,64,6,88,3,64,47,86,15,89,1,0,0,1,1,0,0,0,1,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
772,deudor no comercial,Transporte,Segmento A,Segmento B,Region 3,Zona 3,0,0,1,0,0,0,1,0,1,0,1,50,Bueno,Regular,M,2,Cooperativas,62,18,15,52,80,12,99,41,67,68,79,62,59,91,93,1,0,0,1,1,1,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
773,deudor comercial,Comercial,Segmento A,Segmento C,Region 1,Zona 1,1,1,0,1,0,1,1,0,1,0,1,48,Malo,Regular,M,2,Sociedad,81,56,73,73,64,18,82,92,33,11,27,24,14,32,53,1,1,1,1,1,0,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
774,deudor no comercial,Comercial,Segmento B,Segmento B,Region 3,Zona 1,0,1,0,0,1,0,0,1,1,1,1,62,Regular,Regular,M,1,SPA,55,96,86,1,19,11,80,0,89,47,2,21,47,83,55,1,1,0,0,0,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,
775,deudor comercial,Transporte,Segmento B,Segmento B,Region 2,Zona 2,1,0,0,0,1,1,1,0,0,0,0,18,Malo,Regular,M,2,Federacion,78,13,29,69,5,73,19,59,17,43,2,66,69,81,78,0,0,0,1,1,0,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
776,deudor comercial,Turismo,Segmento B,Segmento B,Region 1,Zona 2,0,0,1,0,1,1,1,0,0,0,1,19,Regular,Regular,M,2,Cooperativas,59,70,39,76,96,96,19,66,95,44,64,78,85,45,29,1,1,0,1,1,1,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
777,Microempresas,Transporte,Segmento C,Segmento C,Region 1,Zona 1,1,1,1,1,0,1,0,0,0,0,0,28,Malo,Regular,M,1,Sindicatos,38,45,38,98,32,10,65,69,53,6,55,57,54,55,44,1,0,0,0,0,0,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,
778,deudor comercial,Turismo,Segmento C,Segmento C,Region 3,Zona 3,1,1,0,0,0,1,0,0,0,1,0,42,Bueno,Regular,F,2,Cooperativas,25,41,90,0,46,95,75,12,3,84,99,0,83,10,6,0,0,1,1,0,1,0,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
779,deudor comercial,Turismo,Segmento A,Segmento B,Region 1,Zona 3,0,1,0,0,1,1,1,0,0,1,0,35,Malo,Regular,F,1,Federacion,9,21,51,34,76,83,96,44,16,67,66,26,51,35,22,1,0,0,1,1,1,0,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
780,deudor comercial,Transporte,Segmento A,Segmento B,Region 3,Zona 2,0,0,0,1,0,0,0,1,1,1,1,20,Regular,Malo,F,2,SPA,13,28,81,66,87,12,41,41,98,0,6,53,15,50,44,0,0,0,1,1,1,0,1,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,
781,deudor comercial,Turismo,Segmento C,Segmento C,Region 2,Zona 2,0,0,1,0,0,1,1,0,0,1,0,44,Regular,Bueno,M,1,Federacion,31,45,98,74,25,33,94,11,4,61,50,26,19,27,35,1,1,1,0,0,0,0,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
782,Microempresas,Transporte,Segmento B,Segmento A,Region 2,Zona 3,0,1,1,1,1,1,0,1,1,1,0,23,Regular,Regular,F,1,Sindicatos,42,39,96,18,43,38,59,51,24,63,39,94,85,3,81,0,1,1,1,1,1,1,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,RED SUCURSALES
783,Microempresas,Transporte,Segmento B,Segmento C,Region 3,Zona 1,1,0,1,1,0,0,0,1,0,1,1,62,Bueno,Bueno,M,1,SPA,8,83,12,95,10,4,31,92,44,12,72,4,74,36,69,0,1,0,1,1,1,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
784,deudor no comercial,Comercial,Segmento C,Segmento C,Region 3,Zona 1,1,0,1,0,0,0,1,0,0,0,0,18,Malo,Bueno,F,2,Federacion,87,83,71,12,7,41,45,2,73,0,97,21,21,53,38,1,0,0,1,1,1,1,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
785,deudor comercial,Transporte,Segmento B,Segmento A,Region 3,Zona 2,0,0,1,0,0,1,0,1,1,1,1,19,Regular,Regular,F,1,Sindicatos,43,13,1,0,81,87,41,0,56,79,56,80,44,4,94,1,1,0,1,1,1,1,1,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
786,deudor comercial,Comercial,Segmento C,Segmento C,Region 3,Zona 3,0,1,0,0,0,1,0,1,1,1,1,47,Bueno,Malo,F,2,Federacion,40,55,25,21,51,13,81,83,8,48,90,44,35,44,45,1,0,0,1,0,1,1,1,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
787,deudor comercial,Comercial,Segmento C,Segmento B,Region 3,Zona 3,1,0,1,0,0,1,1,1,1,1,1,68,Regular,Regular,F,1,Sociedad,77,63,74,37,31,87,68,5,16,32,3,56,64,52,2,0,0,1,0,1,0,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
788,deudor no comercial,Comercial,Segmento C,Segmento C,Region 1,Zona 3,0,1,0,0,1,1,1,0,0,0,0,19,Malo,Regular,F,2,Sindicatos,23,81,15,38,37,56,8,13,0,6,79,82,66,6,92,1,1,1,1,1,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
789,deudor comercial,Transporte,Segmento B,Segmento B,Region 1,Zona 3,0,1,0,0,1,1,1,0,1,1,1,66,Malo,Malo,F,1,Sociedad,33,51,16,62,91,77,40,6,11,57,9,54,41,76,85,0,0,1,0,0,0,0,0,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
790,deudor no comercial,Transporte,Segmento C,Segmento B,Region 3,Zona 1,0,1,1,1,0,1,1,0,0,1,0,61,Regular,Regular,F,2,Federacion,10,7,28,86,62,12,97,85,59,39,29,51,87,97,64,1,1,0,0,1,0,0,1,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,
791,Microempresas,Comercial,Segmento C,Segmento A,Region 2,Zona 2,0,0,1,0,1,1,0,1,0,1,1,65,Malo,Bueno,F,2,Federacion,17,74,98,85,61,72,45,47,48,63,59,54,37,96,28,0,1,1,1,1,1,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
792,deudor no comercial,Turismo,Segmento B,Segmento A,Region 3,Zona 2,0,1,0,1,1,0,0,1,0,1,0,65,Regular,Regular,M,2,Sindicatos,31,45,81,71,92,26,84,68,80,89,51,64,81,72,71,0,0,0,1,0,1,0,0,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
793,deudor no comercial,Transporte,Segmento C,Segmento C,Region 1,Zona 2,0,1,0,1,0,1,0,1,1,1,0,43,Bueno,Bueno,M,1,SPA,85,18,12,29,95,90,3,75,49,4,46,5,62,97,77,0,0,0,0,0,0,0,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
794,Microempresas,Turismo,Segmento B,Segmento B,Region 2,Zona 2,0,0,1,1,0,1,0,0,1,0,1,45,Regular,Regular,M,1,Federacion,53,27,85,41,88,86,77,89,98,57,3,48,6,95,48,0,1,1,1,0,0,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
795,deudor no comercial,Turismo,Segmento B,Segmento A,Region 3,Zona 2,0,1,1,1,1,0,0,1,0,0,0,18,Malo,Bueno,F,1,Cooperativas,21,52,64,49,88,99,5,54,85,51,65,30,35,54,43,1,1,1,1,0,1,0,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
796,deudor no comercial,Comercial,Segmento A,Segmento B,Region 2,Zona 3,1,0,1,1,0,0,1,0,0,0,1,39,Malo,Bueno,M,1,Sindicatos,75,98,51,68,80,10,32,28,97,43,63,6,0,41,3,0,1,1,0,1,1,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
797,Microempresas,Turismo,Segmento C,Segmento B,Region 2,Zona 1,1,0,0,1,0,0,1,0,0,1,0,20,Bueno,Regular,F,2,Cooperativas,87,7,49,73,5,26,87,70,96,97,71,17,65,64,57,1,1,0,1,0,0,0,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,
798,deudor no comercial,Turismo,Segmento C,Segmento A,Region 3,Zona 2,1,0,0,0,0,0,1,0,0,0,1,59,Bueno,Regular,F,2,Sociedad,26,79,8,65,33,63,74,31,8,90,6,57,94,92,60,0,1,1,1,1,0,0,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
799,Microempresas,Turismo,Segmento A,Segmento B,Region 3,Zona 2,1,0,1,0,0,1,0,0,1,1,0,55,Regular,Regular,F,1,Sindicatos,58,4,99,89,80,36,72,17,81,86,77,84,48,62,69,0,0,0,1,1,0,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,
800,deudor no comercial,Comercial,Segmento B,Segmento A,Region 2,Zona 1,1,0,1,1,0,0,0,0,0,0,0,42,Malo,Bueno,M,2,Cooperativas,27,63,70,62,5,18,82,38,50,61,72,3,75,80,98,0,1,0,1,1,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,
801,deudor no comercial,Comercial,Segmento B,Segmento B,Region 2,Zona 3,1,0,0,1,1,1,1,1,1,0,0,24,Bueno,Bueno,M,1,Sindicatos,17,15,95,38,33,20,2,7,53,72,15,39,35,0,35,0,0,0,1,1,0,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,RED SUCURSALES
802,deudor comercial,Turismo,Segmento B,Segmento A,Region 1,Zona 2,0,1,1,1,0,1,1,0,0,0,0,19,Bueno,Bueno,F,2,SPA,39,15,4,67,20,89,46,77,32,76,57,65,41,18,84,0,0,1,0,0,0,0,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,RED SUCURSALES
803,Microempresas,Comercial,Segmento B,Segmento B,Region 1,Zona 2,0,0,0,1,1,0,0,0,1,1,0,61,Malo,Bueno,M,2,Cooperativas,51,57,39,62,76,4,20,39,40,11,53,45,75,91,71,1,1,1,0,1,0,1,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
804,deudor comercial,Turismo,Segmento B,Segmento C,Region 1,Zona 3,1,0,0,1,1,0,0,0,1,1,1,32,Regular,Malo,F,1,SPA,48,56,42,69,48,21,3,69,24,59,24,73,92,33,96,0,0,0,0,1,0,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,
805,Microempresas,Transporte,Segmento C,Segmento A,Region 1,Zona 3,1,1,1,1,1,1,0,1,0,0,0,25,Bueno,Bueno,F,2,Cooperativas,93,79,85,42,58,40,31,27,44,39,79,25,10,36,81,1,1,1,1,1,1,0,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
806,deudor comercial,Comercial,Segmento C,Segmento C,Region 1,Zona 1,1,1,1,0,1,0,1,1,1,1,0,23,Regular,Bueno,F,1,SPA,25,77,81,72,4,14,10,96,28,47,38,99,93,24,99,1,1,0,1,1,1,1,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,
807,deudor no comercial,Comercial,Segmento A,Segmento A,Region 2,Zona 1,1,1,1,1,1,0,1,0,1,0,0,32,Malo,Regular,M,1,SPA,67,7,34,60,48,25,66,55,69,65,91,70,48,49,51,0,0,0,0,1,0,0,0,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
808,deudor no comercial,Comercial,Segmento A,Segmento C,Region 3,Zona 1,0,1,1,1,1,0,0,1,1,1,0,69,Bueno,Bueno,M,1,Cooperativas,45,86,82,57,70,71,19,80,62,30,96,80,66,50,73,0,0,0,0,0,0,1,0,1,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,
809,deudor no comercial,Transporte,Segmento C,Segmento A,Region 3,Zona 1,0,1,0,0,1,1,1,1,0,0,0,23,Malo,Regular,F,2,Federacion,41,71,61,50,2,90,37,77,82,14,36,18,63,9,89,1,1,1,1,0,0,1,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,
810,deudor comercial,Comercial,Segmento B,Segmento C,Region 3,Zona 3,1,0,1,1,0,0,1,0,0,0,1,62,Malo,Bueno,M,1,Sociedad,53,46,77,84,27,12,72,5,71,86,59,40,7,20,76,0,0,1,1,0,0,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
811,deudor no comercial,Turismo,Segmento C,Segmento A,Region 3,Zona 3,1,1,0,1,1,1,1,0,1,1,0,38,Malo,Malo,M,1,Federacion,31,16,10,10,58,0,78,14,70,52,67,75,66,14,71,0,1,0,0,1,1,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
812,deudor no comercial,Turismo,Segmento B,Segmento B,Region 3,Zona 3,0,1,1,1,0,1,1,1,1,1,0,71,Regular,Regular,M,1,Federacion,65,58,32,21,84,84,66,89,25,97,16,74,84,46,30,1,1,1,0,1,1,0,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
813,deudor comercial,Turismo,Segmento A,Segmento B,Region 1,Zona 2,1,0,0,0,1,1,0,0,0,1,1,23,Bueno,Bueno,M,2,Sociedad,8,71,99,95,18,67,62,11,98,8,27,36,19,71,29,1,1,0,0,0,0,1,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
814,deudor no comercial,Transporte,Segmento A,Segmento C,Region 2,Zona 2,1,0,0,0,0,1,1,1,1,0,0,69,Bueno,Malo,M,2,Sindicatos,29,8,75,67,45,74,82,63,10,64,93,54,51,1,45,0,0,0,1,1,0,1,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
815,deudor comercial,Transporte,Segmento B,Segmento C,Region 2,Zona 2,0,0,0,0,0,0,1,1,1,0,1,48,Bueno,Regular,M,2,SPA,2,93,72,28,69,39,50,28,77,81,46,77,29,78,2,1,0,1,0,0,1,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
816,deudor no comercial,Comercial,Segmento A,Segmento A,Region 1,Zona 2,0,0,1,1,0,1,1,1,0,1,1,65,Regular,Malo,M,2,Sindicatos,4,71,12,94,28,4,56,22,1,78,5,47,57,78,65,1,1,1,1,1,1,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
817,Microempresas,Turismo,Segmento C,Segmento A,Region 3,Zona 1,1,0,0,1,0,1,0,1,0,1,1,46,Malo,Bueno,M,1,SPA,68,20,7,17,1,67,33,44,15,87,71,21,58,72,93,1,0,1,1,0,0,1,0,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
818,deudor comercial,Comercial,Segmento A,Segmento C,Region 1,Zona 3,1,1,1,1,0,0,1,0,1,1,1,34,Regular,Regular,M,2,SPA,23,31,42,14,98,25,82,47,65,57,33,77,72,6,25,0,0,0,1,0,0,0,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
819,deudor no comercial,Turismo,Segmento A,Segmento C,Region 3,Zona 1,0,1,1,0,0,0,0,0,1,0,1,40,Regular,Regular,M,2,Cooperativas,78,8,70,18,52,99,23,9,21,45,68,32,72,99,9,1,1,1,1,1,0,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
820,Microempresas,Transporte,Segmento C,Segmento C,Region 1,Zona 3,0,0,1,0,1,0,1,1,1,1,1,74,Regular,Regular,F,1,Federacion,54,51,22,78,48,66,96,77,55,6,8,21,62,52,80,1,0,1,1,1,1,0,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
